scorer,,,Isaac,Isaac,Isaac,Isaac,Isaac,Isaac,Isaac,Isaac,Isaac,Isaac,Isaac,Isaac,Isaac,Isaac,Isaac,Isaac
labeled-data,FiberphotometryTest-240918_ic240724f-240918-162625_Vid1,img01701.png,494.97891576219286,431.1996531501054,502.6469017728805,395.2191034076482,474.92418311885615,412.32461066225903,484.95154944052445,385.78158216372503,497.33829607317375,371.6253002978402,470.79526757463975,386.37142724147026,470.79526757463975,357.4690184319554,437.7639432209085,266.6328764591946
labeled-data,FiberphotometryTest-240918_ic240724f-240918-162625_Vid1,img01781.png,490.2601551402313,220.03511531732383,473.15464788562053,251.29690443781945,503.23674685062565,256.6055101375262,486.1312395960149,279.60946816958904,467.2561971081685,293.1759049577286,501.46721161739015,303.20327127939703,466.0765069526781,335.64475055538304,372.8809846689365,356.289328276465
labeled-data,FiberphotometryTest-240918_ic240724f-240918-162625_Vid1,img01790.png,486.72108467376006,110.91377593446185,470.20542249689447,133.32788888877946,500.2875214618997,135.68726919976027,489.08046498474084,161.05060754280385,471.9749577301301,183.46472049712145,509.13519762807766,181.10534018614067,496.1586059176833,224.16403086154028,465.4866618749329,316.7697080675366
labeled-data,FiberphotometryTest-240918_ic240724f-240918-162625_Vid1,img01797.png,427.1467318214949,50.74957800445146,424.7873515105141,90.26919821337987,448.9709996980673,75.52307126974983,453.6897603200289,98.52702930181266,447.79130954257687,122.12083241162065,483.7718592850341,109.14424070122627,487.9007748292505,146.89432567691907,499.69767638415453,246.57814381585789
labeled-data,FiberphotometryTest-240918_ic240724f-240918-162625_Vid1,img01823.png,309.7675613502001,87.90981790239906,336.9004349264793,100.29656453504828,337.4902800042245,73.16369095876905,365.8028437359941,85.55043759141827,387.6271116125665,103.24578992377425,394.1154074677637,67.85508525906226,430.6858022879661,90.26919821337987,503.82659192837093,148.07401583240946
labeled-data,FiberphotometryTest-240918_ic240724f-240918-162625_Vid1,img01843.png,163.4859820693905,139.8161847439767,198.2868416563573,136.86695935525069,183.54071471272727,115.63253655642347,220.7009546106749,102.06609976828389,242.52522248724728,113.27315624544269,239.57599709852127,77.88245158073067,267.8885608302909,80.83167696945668,363.4434634250133,66.67539510357187
labeled-data,FiberphotometryTest-240918_ic240724f-240918-162625_Vid1,img01873.png,197.1071515008669,90.26919821337987,209.4938981335161,119.17160702289468,226.5994053881269,94.98795883534149,239.57599709852127,116.8122267119139,240.1658421762665,140.4060298217219,266.11902559705527,109.1442407012263,283.2245328516661,135.6872691997603,380.5489706796241,162.82014277603946
labeled-data,FiberphotometryTest-240918_ic240724f-240918-162625_Vid1,img01961.png,291.4823639400989,120.94114225613029,261.4002649750937,129.78881842230828,284.9940680849017,146.8943256769191,248.4236732646993,162.2302976982943,220.7009546106749,161.64045262054907,249.0135183424445,189.3631712745735,200.0563768895929,200.5702277517323,146.3804748147797,140.99587489946708
labeled-data,FiberphotometryTest-240918_ic240724f-240918-162625_Vid1,img01997.png,408.8615344113937,171.66781894221745,401.1935484007061,138.63649458848624,381.1388157573693,153.38262153211625,375.8302100576625,117.99191686740426,382.3185059128597,96.75749406857705,351.6465618701093,116.22238163416867,336.3105898487341,72.57384588102386,254.3221240421513,59.00740909288428
labeled-data,FiberphotometryTest-240918_ic240724f-240918-162625_Vid1,img02069.png,227.7790955436173,198.80069251849667,240.1658421762665,224.75387593928545,253.1424338866609,202.33976298496788,271.4276312967621,231.24217179448263,281.45499761843047,263.09380599272345,298.5605048730413,231.24217179448263,328.6426038380465,270.17194692566585,415.9396753443361,320.30877853400784
labeled-data,FiberphotometryTest-240918_ic240724f-240918-162625_Vid1,img02136.png,440.7131686096345,324.43769407822424,473.15464788562053,325.61738423371463,456.63898570875494,302.6134262016518,496.1586059176833,296.1251303464546,528.6000851936693,291.406369724493,488.4906199069957,272.53132723664663,530.9594655046501,253.06643967105506,553.9634235367129,175.79673448643385
labeled-data,FiberphotometryTest-240918_ic240724f-240918-162625_Vid1,img02155.png,469.02573234140414,383.42220185274425,497.9281411509189,366.9065396758786,476.1038732743465,352.75025780999385,504.4164370061161,329.1564547001858,523.8813245717078,320.898623611753,489.6703100624861,309.6915671345942,522.7016344162173,277.25008785860825,551.0141981479869,188.77332619682826
labeled-data,FiberphotometryTest-240918_ic240724f-240918-162625_Vid1,img02892.png,191.79854580116012,95.57780391308668,223.06033492165568,106.19501531250029,217.7517292219489,80.83167696945668,250.1932084979349,90.85904329112509,277.9159271519593,106.19501531250029,279.6854623851949,69.62462049229788,321.5644629051041,89.08950805788947,405.91230902266767,134.50757904426985
labeled-data,FiberphotometryTest-240918_ic240724f-240918-162625_Vid1,img03455.png,178.8219540907657,110.91377593446188,207.13451782253532,118.58176194514948,203.00560227831892,92.03873344661548,229.54863077685292,96.75749406857707,248.4236732646993,116.8122267119139,250.1932084979349,73.75353603651428,270.24794114127167,116.22238163416867,233.0877012433241,187.59363604133787
labeled-data,FiberphotometryTest-240918_ic240724f-240918-162625_Vid1,img03734.png,174.6930385465493,360.4182438206815,201.82591212282847,376.3440609198019,207.13451782253532,348.6213422657775,230.7283209323433,369.8557650646046,247.2439831092089,393.4495681744126,256.6815043531321,361.5979339761718,287.9432934736277,395.2191034076482,388.8068017680569,411.7347655845138
labeled-data,FiberphotometryTest-240918_ic240724f-240918-162625_Vid1,img03883.png,210.08374321126132,279.01962309184387,219.5212644551845,304.97280651263264,240.1658421762665,287.2774541802766,250.1932084979349,316.7697080675366,256.6815043531321,348.62134226577746,274.9667017632333,321.48846868949823,298.5605048730413,358.05886350970064,398.2443230119801,329.1564547001858
labeled-data,FiberphotometryTest-240918_ic240724f-240918-162625_Vid1,img03983.png,207.13451782253526,179.33580495290508,194.74777118988612,211.1874391511459,223.06033492165568,210.00774899565548,208.3142079780257,236.55077749418953,188.2594753346889,254.83597490429074,226.0095603103817,259.5547355262522,213.6228136777325,296.7149754241999,292.0722090178441,369.26591998685944
labeled-data,FiberphotometryTest-240918_ic240724f-240918-162625_Vid1,img04038.png,352.2364069478545,43.671437071509054,323.33399813833967,39.54252152729266,334.54105461549847,65.49570494808145,300.3300401062769,59.59725417062946,273.7870116077429,60.18709924837467,293.8417442510797,83.78090235818266,254.3221240421513,95.57780391308668,152.2789255922317,106.19501531250029
labeled-data,FiberphotometryTest-240918_ic240724f-240918-162625_Vid1,img04211.png,314.4863219721617,120.94114225613029,328.0527587603013,149.25370598789988,350.4668717146189,128.0192831890727,353.4160971033449,159.2810723095683,338.0801250819697,183.46472049712148,376.4200551354077,177.56626971966946,359.9043929585421,215.3163546953623,377.0099002131529,288.45714433576705
labeled-data,FiberphotometryTest-240918_ic240724f-240918-162625_Vid1,img04223.png,186.48994010145327,154.5623116876067,226.5994053881269,174.6170443309435,227.7790955436173,145.71463552142868,259.6307297418581,158.1013821540779,271.4276312967621,183.46472049712148,279.0956173074497,139.8161847439767,312.7167867389261,174.6170443309435,398.2443230119801,238.91015780517026
labeled-data,FiberphotometryTest-240918_ic240724f-240918-162625_Vid1,img04251.png,177.05241885753009,184.05456557486667,205.3649825892997,198.21084744075148,205.3649825892997,167.53890339800108,231.9080110878337,179.92565003065027,249.0135183424445,200.5702277517323,238.9861520207761,154.5623116876067,275.5565468409785,176.38657956417907,378.1895903686433,198.80069251849665
labeled-data,FiberphotometryTest-240918_ic240724f-240918-162625_Vid1,img04457.png,416.5295204220813,473.6684987477598,399.4240131674705,443.58639978275465,371.1114494357009,464.23097750383664,364.6231535805037,444.76608993824505,372.8809846689365,430.60980807236024,333.9512095377533,437.0981039275574,346.3379561704025,419.40275159520144,294.4315893288249,329.74629977793103
labeled-data,FiberphotometryTest-240918_ic240724f-240918-162625_Vid1,img04484.png,521.5219442607269,259.5547355262522,490.2601551402313,287.2774541802766,520.9320991829817,298.4845106574354,494.97891576219286,312.6407925233202,469.02573234140414,324.43769407822424,505.59612716160655,341.54320133283505,467.8460421859137,362.18777905391704,375.8302100576625,419.40275159520144
labeled-data,FiberphotometryTest-240918_ic240724f-240918-162625_Vid1,img04569.png,389.9864919235473,198.21084744075145,408.2716893336485,226.52341117252107,421.8381261217881,201.74991790722265,444.25223907610575,228.29294640575668,450.74053493130293,257.7852002930166,472.56480280787525,230.06248163899224,490.85000021797646,271.35163708115624,484.3617043627793,353.92994796548425
labeled-data,FiberphotometryTest-240918_ic240724f-240918-162625_Vid1,img04576.png,271.4276312967621,229.47263656124701,308.5878711947097,222.98434070604984,295.0214344065701,196.4413122075159,332.7715193822629,205.28898837369388,351.0567167923641,225.34372101703067,352.8262520255997,187.00379096359268,385.2677313015857,214.72650961761707,458.9983660197357,271.35163708115624
labeled-data,FiberphotometryTest-240918_ic240724f-240918-162625_Vid1,img04584.png,241.9353774095021,150.4333961433903,250.78305357568007,179.92565003065027,267.2987157525457,158.6912272318231,287.3534483958825,187.00379096359268,293.2518991733345,214.13666453987187,316.2558572053973,181.6951852638859,338.6699701597149,215.3163546953623,408.2716893336485,256.01566505978104
labeled-data,FiberphotometryTest-240918_ic240724f-240918-162625_Vid1,img04881.png,448.38115462032215,444.76608993824505,479.05309866307255,413.5043008177494,446.02177430934125,413.5043008177494,484.3617043627793,390.50034278568666,502.0570566951353,381.65266661950864,466.66635203042324,378.1135961530374,481.41247897405333,358.05886350970064,446.61161938708653,267.812566614685
labeled-data,FiberphotometryTest-240918_ic240724f-240918-162625_Vid1,img05691.png,206.5446727447901,89.67935313563467,216.5720390664585,119.76145210063987,246.65413803146367,103.83563500151948,238.39630694303088,128.0192831890727,220.7009546106749,145.71463552142868,258.4510395863677,136.86695935525069,247.2439831092089,158.6912272318231,240.1658421762665,248.34767904909344
labeled-data,FiberphotometryTest-240918_ic240724f-240918-162625_Vid1,img06062.png,475.5140281966013,254.24612982654546,445.4319292315961,273.12117231439186,469.6155774191493,280.7891583250794,447.79130954257687,307.92203190135865,422.4279711995333,316.7697080675366,463.1272815639521,327.9767645446954,427.1467318214949,360.4182438206814,333.3613644600081,399.93786402960984
labeled-data,FiberphotometryTest-240918_ic240724f-240918-162625_Vid1,img06094.png,446.02177430934125,68.44493033680746,439.5334784541441,107.96455054573585,466.0765069526781,90.26919821337984,470.79526757463975,114.45284640093305,464.30697171944246,142.17556505495745,500.2875214618997,115.04269147867825,500.2875214618997,159.28107230956826,510.9047328613133,255.42581998203585
labeled-data,FiberphotometryTest-240918_ic240724f-240918-162625_Vid1,img06443.png,323.33399813833967,43.08159199376386,292.66205409558927,46.030817382489865,310.3574064279453,61.95663448161026,290.3026737846085,73.16369095876908,268.4784059080361,82.60121220269227,312.1269416611809,93.21842360210587,293.2518991733345,117.99191686740429,375.2403649799173,149.84355106564504
labeled-data,FiberphotometryTest-240918_ic240724f-240918-162625_Vid1,img06602.png,464.89681679718774,192.31239666329947,452.51007016453855,163.40998785378466,432.45533752120167,178.15611479741466,423.0178162772785,148.66386091015465,425.3771965882593,127.42943811132744,394.1154074677637,143.35525521044787,384.0880411460953,99.70671945730305,297.3808147175509,61.95663448161026
labeled-data,FiberphotometryTest-240918_ic240724f-240918-162625_Vid1,img06650.png,291.4823639400989,377.52375107529224,315.07616704990687,396.3987935631386,320.9746178273589,372.21514537558545,349.8770266368737,389.91049770794143,366.9825338914845,411.7347655845138,369.3419142024653,374.57452568656623,408.2716893336485,392.2698780189222,473.7444929633657,376.933905997547
labeled-data,FiberphotometryTest-240918_ic240724f-240918-162625_Vid1,img06707.png,232.49785616557887,154.5623116876067,216.5720390664585,179.33580495290508,248.4236732646993,175.20688940868868,236.62677170979532,209.41790391791028,223.6501799994009,233.60155210546347,254.3221240421513,232.42186194997308,240.1658421762665,275.48055262537264,237.8064618652857,383.42220185274425
labeled-data,FiberphotometryTest-240918_ic240724f-240918-162625_Vid1,img06804.png,361.0840831140325,120.3512971783851,342.7988857039313,85.55043759141827,326.8730686048109,110.91377593446188,318.6152375163781,82.60121220269227,307.99802611696447,55.468338626413065,293.2518991733345,98.52702930181269,274.9667017632333,64.31601479259106,191.2087007234149,105.6051702347551
labeled-data,FiberphotometryTest-240918_ic240724f-240918-162625_Vid1,img06821.png,519.1625639497461,195.26162205202544,499.10783130640925,166.35921324251066,484.95154944052445,188.77332619682826,465.4866618749329,149.25370598789985,463.7171266416973,124.48021272260146,447.79130954257687,158.69122723182306,425.3771965882593,117.40207178965906,333.3613644600081,78.47229665847587
labeled-data,FiberphotometryTest-240918_ic240724f-240918-162625_Vid1,img07222.png,167.0250525358617,220.03511531732389,197.69699657861207,234.1913971832087,199.4665318118477,202.92960806271307,231.31816601008848,224.16403086154028,249.0135183424445,245.39845366036744,260.2205748196033,208.82805884016508,287.9432934736277,238.32031272742503,354.0059421810901,287.2774541802766
labeled-data,FiberphotometryTest-240918_ic240724f-240918-162625_Vid1,img07486.png,242.52522248724728,339.1838210218542,233.67754632106931,302.02358112390664,212.4431235222421,328.5666096224407,207.72436290028048,304.9728065126327,220.7009546106749,289.63683449125745,193.56808103439568,309.1017220568491,188.2594753346889,280.7891583250795,132.8140380266401,212.3671293066363
labeled-data,FiberphotometryTest-240918_ic240724f-240918-162625_Vid1,img07649.png,326.2832235270657,276.66024278086303,299.1503499507865,289.63683449125745,322.1543079828493,304.3829614348874,291.4823639400989,320.30877853400784,269.6580960635265,324.43769407822424,299.1503499507865,345.67211687705145,252.5525888089157,363.36746920940743,158.76722144742888,343.9025816438159
labeled-data,FiberphotometryTest-240918_ic240724f-240918-162625_Vid1,img07986.png,236.0369266320501,69.62462049229788,261.4002649750937,94.39811375759629,268.4784059080361,66.08555002582668,293.8417442510797,83.19105728043746,313.8964768944165,107.37470546799068,323.33399813833967,73.16369095876905,351.0567167923641,103.83563500151948,421.8381261217881,179.92565003065025
labeled-data,FiberphotometryTest-240918_ic240724f-240918-162625_Vid1,img07994.png,178.2321090130205,117.40207178965909,213.03296859998727,120.3512971783851,207.13451782253532,92.62857852436068,231.9080110878337,101.4762546905387,254.91196911989647,120.3512971783851,254.3221240421513,79.06214173622107,282.0448426961757,105.0153251570099,358.7247028030517,127.42943811132747
labeled-data,FiberphotometryTest-240918_ic240724f-240918-162625_Vid1,img08095.png,421.24828104404287,211.18743915114587,428.3264219769853,170.48812878672706,402.3732385561965,182.28503034163106,408.2716893336485,145.71463552142865,423.0178162772785,125.65990287809186,380.5489706796241,133.32788888877946,390.5763370012925,97.34733914632224,295.0214344065701,76.11291634749506
labeled-data,FiberphotometryTest-240918_ic240724f-240918-162625_Vid1,img08240.png,473.7444929633657,159.87091738731345,463.7171266416973,194.67177697428025,492.0296903734669,191.72255158555424,488.4906199069957,215.90619977310746,479.6429437408177,245.98829873811266,515.0336484055297,238.32031272742503,499.10783130640925,276.66024278086303,431.2756473657113,338.0041308663638
labeled-data,FiberphotometryTest-240918_ic240724f-240918-162625_Vid1,img08249.png,361.0840831140325,133.91773396652468,395.2950976232541,154.56231168760667,404.1427737894321,124.48021272260146,423.6076613550237,146.30448059917384,431.8654924434565,172.84750909770784,446.02177430934125,136.86695935525066,454.86945047551933,179.92565003065025,486.72108467376006,272.53132723664663
labeled-data,FiberphotometryTest-240918_ic240724f-240918-162625_Vid1,img08265.png,272.0174763745073,61.95663448161027,284.4042230071565,89.08950805788947,303.86911057274807,65.49570494808145,322.1543079828493,94.39811375759629,328.6426038380465,117.99191686740429,354.5957872588353,91.44888836887026,374.0606748244269,130.37866350005345,438.3537882986537,215.90619977310746
labeled-data,FiberphotometryTest-240918_ic240724f-240918-162625_Vid1,img08371.png,329.2324489157917,101.4762546905387,333.3613644600081,128.0192831890727,361.6739281917777,113.27315624544269,362.8536183472681,146.8943256769191,354.5957872588353,174.0271992531983,392.3458722345281,166.94905832025586,376.4200551354077,201.74991790722265,326.8730686048109,285.50791894704105
labeled-data,FiberphotometryTest-240918_ic240724f-240918-162625_Vid1,img08522.png,141.6617141928181,330.3361448556763,169.97427792458768,303.7931163571423,145.2007846592893,284.9180738692959,177.64226393527528,261.3242707594879,201.2360670450833,259.5547355262523,168.7945877690973,237.73046764967992,205.3649825892997,208.2382137624199,256.6815043531321,127.42943811132747
labeled-data,FiberphotometryTest-240918_ic240724f-240918-162625_Vid1,img08870.png,303.86911057274807,113.27315624544269,322.1543079828493,125.07005780034669,335.7207447709889,97.9371842240675,356.95516756981607,125.07005780034669,362.8536183472681,152.20293137662588,391.1661820790377,126.24974795583705,397.0646328564897,164.58967800927505,395.8849427009993,247.16798889360305
labeled-data,FiberphotometryTest-240918_ic240724f-240918-162625_Vid1,img09257.png,155.22815098095768,137.45680443299588,181.18133440174648,155.74200184309709,187.66963025694372,124.4802127226015,205.3649825892997,152.79277645437108,190.0290105679245,171.66781894221748,230.13847585459808,162.8201427760395,211.85327844449688,187.00379096359268,142.2515592705633,223.57418578379512
labeled-data,FiberphotometryTest-240918_ic240724f-240918-162625_Vid1,img09688.png,304.4589556504933,47.210507537980256,326.2832235270657,71.98400080327866,340.4395053929505,46.030817382489865,348.1074914036381,66.67539510357187,333.9512095377533,82.01136712494707,377.0099002131529,84.96059251367305,334.54105461549847,89.08950805788947,260.2205748196033,48.98004277121587
labeled-data,FiberphotometryTest-240918_ic240724f-240918-162625_Vid1,img10183.png,268.4784059080361,118.58176194514948,295.6112794843153,97.34733914632227,261.4002649750937,89.08950805788947,282.6346877739209,73.16369095876908,305.0488007282385,73.16369095876905,261.4002649750937,64.31601479259106,291.4823639400989,46.620662460235074,386.4474214570761,37.18314121631186
labeled-data,FiberphotometryTest-240918_ic240724f-240918-162625_Vid1,img10237.png,324.5136882938301,44.261282149254264,309.7675613502001,53.698803393177464,325.6933784493205,71.39415572553347,293.8417442510797,69.62462049229785,294.4315893288249,45.440972304744655,266.11902559705527,77.88245158073067,310.9472515056905,38.362831371802265,402.3732385561965,49.569887848961066
labeled-data,FiberphotometryTest-240918_ic240724f-240918-162625_Vid1,img10331.png,318.6152375163781,130.37866350005348,331.0019841490273,85.55043759141827,297.3808147175509,97.34733914632227,305.0488007282385,69.03477541455266,326.2832235270657,62.546479559355454,287.3534483958825,57.23787385964868,315.6660121276521,45.440972304744655,412.4006048778649,44.261282149254264
labeled-data,FiberphotometryTest-240918_ic240724f-240918-162625_Vid1,img10994.png,410.6310696446293,80.24183189171146,421.24828104404287,108.55439562348104,440.12332353188924,92.62857852436065,454.27960539777405,120.35129717838507,447.2014644648317,143.35525521044787,487.31092975150534,126.24974795583705,486.1312395960149,162.23029769829427,507.9555074725873,246.57814381585789
labeled-data,FiberphotometryTest-240918_ic240724f-240918-162625_Vid1,img11098.png,145.2007846592893,172.25766401996268,180.0016442462561,162.2302976982943,152.8687706699769,146.8943256769191,188.8493204124341,128.6091282668179,215.3923489109681,128.0192831890727,197.1071515008669,98.52702930181269,230.7283209323433,90.26919821337987,313.8964768944165,48.98004277121586
labeled-data,FiberphotometryTest-240918_ic240724f-240918-162625_Vid1,img11509.png,437.7639432209085,125.65990287809186,447.79130954257687,159.87091738731345,474.33433804111087,143.94510028819306,466.0765069526781,161.64045262054904,449.5608447758125,171.66781894221745,486.72108467376006,175.20688940868865,457.8186758642453,189.95301635231866,436.5842530654181,297.304820501945
labeled-data,FiberphotometryTest-240918_ic240724f-240918-162625_Vid1,img11536.png,141.6617141928181,217.08588992859788,174.6930385465493,221.21480547281433,168.7945877690973,192.9022417410447,196.51730642312168,195.8514671297707,223.06033492165568,209.41790391791028,213.03296859998727,163.40998785378468,244.88460279822812,179.92565003065027,339.2598152374601,194.67177697428028
labeled-data,FiberphotometryTest-240918_ic240724f-240918-162625_Vid1,img11755.png,181.18133440174648,395.8089484853935,211.2634333667517,386.9612723192155,180.5914893240013,366.3166945981335,201.2360670450833,368.6760749091143,224.8298701548913,379.883131386273,206.5446727447901,357.4690184319555,237.8064618652857,376.34406091980185,338.0801250819697,391.0901878634318
labeled-data,FiberphotometryTest-240918_ic240724f-240918-162625_Vid1,img11766.png,199.4665318118477,326.7970743892051,200.64622196733808,356.8791733542103,224.24002507714607,345.0822717993062,223.6501799994009,372.21514537558545,215.98219398871328,395.2191034076483,253.73227896440608,370.44561014234984,260.2205748196033,398.1683287963742,357.5450126475613,395.80894848539344
labeled-data,FiberphotometryTest-240918_ic240724f-240918-162625_Vid1,img11893.png,184.1305597904725,227.7031013280115,150.5093903589961,235.9609324164443,176.4625737797849,257.1953552152715,152.2789255922317,268.99225677017546,126.3257421714429,277.2500878586083,169.97427792458768,290.22667956900267,140.4820240373277,316.1798629897915,182.9508696349821,395.8089484853935
labeled-data,FiberphotometryTest-240918_ic240724f-240918-162625_Vid1,img12146.png,282.0448426961757,361.00808889842665,283.8143779294113,336.82444071087343,253.1424338866609,339.77366609959944,265.5291805193101,327.9767645446954,279.6854623851949,321.48846868949823,247.83382818695407,315.00017283430105,277.32608207421407,300.254045890671,281.45499761843047,201.74991790722268
labeled-data,FiberphotometryTest-240918_ic240724f-240918-162625_Vid1,img12173.png,159.9469116029193,279.01962309184387,189.43916549017928,292.5860598799835,187.66963025694372,268.4024116924303,211.85327844449688,281.3790034028247,227.18925046587208,307.3321868236134,242.52522248724728,273.12117231439186,270.8377862190169,296.71497542419985,320.9746178273589,225.34372101703067
labeled-data,FiberphotometryTest-240918_ic240724f-240918-162625_Vid1,img12199.png,202.4157572005737,117.40207178965909,174.6930385465493,138.63649458848627,198.2868416563573,144.53494536593828,177.05241885753009,166.9490583202559,155.22815098095768,183.46472049712148,192.38839087890528,195.26162205202547,161.1266017584097,227.1132562502663,168.2047426913521,323.8478490004791
labeled-data,FiberphotometryTest-240918_ic240724f-240918-162625_Vid1,img12308.png,162.30629191390008,168.71859355349147,148.1500100480153,195.8514671297707,177.05241885753009,192.9022417410447,172.3336582355685,216.49604485085268,159.3570665251741,241.85938319389632,203.00560227831892,222.39449562830472,203.00560227831892,244.2187635048771,251.3728986534253,317.949398223027
labeled-data,FiberphotometryTest-240918_ic240724f-240918-162625_Vid1,img12589.png,181.7711794794917,171.07797386447228,155.22815098095768,184.6444106526119,185.9000950237081,194.67177697428028,168.7945877690973,209.41790391791028,146.3804748147797,222.9843407060499,185.9000950237081,228.29294640575674,163.4859820693905,265.4531863037043,173.51334839105888,367.4963847536239
labeled-data,FiberphotometryTest-240918_ic240724f-240918-162625_Vid1,img12653.png,274.3768566854881,93.8082686798511,241.34553233175689,83.78090235818269,246.0642929537185,109.1442407012263,215.98219398871328,101.4762546905387,188.2594753346889,99.11687437955788,204.1852924338093,130.96850857779867,167.0250525358617,136.2771142775055,150.5093903589961,226.52341117252112
labeled-data,FiberphotometryTest-240918_ic240724f-240918-162625_Vid1,img12663.png,461.9475914084617,89.67935313563464,430.6858022879661,77.88245158073067,430.6858022879661,103.83563500151945,399.4240131674705,79.65198681396626,386.4474214570761,60.77694432611987,377.5997452908981,94.39811375759626,348.1074914036381,63.136324637100664,260.2205748196033,81.42152204720188
labeled-data,FiberphotometryTest-240918_ic240724f-240918-162625_Vid1,img12694.png,237.2166167875405,103.24578992377428,264.9393354415649,105.6051702347551,257.86119450862253,80.24183189171148,299.1503499507865,90.26919821337987,316.2558572053973,113.86300132318789,316.2558572053973,74.93322619200467,347.5176463258929,99.11687437955788,454.27960539777405,126.83959303358225
labeled-data,FiberphotometryTest-240918_ic240724f-240918-162625_Vid1,img12742.png,153.4586157477221,217.08588992859788,171.1539680800781,188.1834811190831,141.6617141928181,184.6444106526119,163.4859820693905,160.46076246505868,185.31024994596288,145.71463552142868,149.3297002035057,131.5583536555439,186.48994010145327,110.91377593446188,267.8885608302909,48.390197693470675
labeled-data,FiberphotometryTest-240918_ic240724f-240918-162625_Vid1,img12811.png,179.4117991685109,161.05060754280387,149.9195452812509,180.5154951083955,179.4117991685109,182.28503034163109,174.10319346880408,210.59759407340067,162.30629191390008,235.9609324164443,200.0563768895929,217.67573500634307,194.1579261121409,258.3750453707619,176.4625737797849,342.1330464105803
labeled-data,FiberphotometryTest-240918_ic240724f-240918-162625_Vid1,img12852.png,304.4589556504933,89.67935313563467,276.7362369964689,73.16369095876908,274.3768566854881,97.34733914632227,244.88460279822812,82.60121220269227,228.36894062136247,65.49570494808148,233.67754632106931,102.06609976828389,191.2087007234149,96.16764899083188,138.7124888040921,182.87487541937628
labeled-data,FiberphotometryTest-240918_ic240724f-240918-162625_Vid1,img12891.png,203.59544735606408,182.87487541937628,227.7790955436173,177.5662697196695,211.2634333667517,155.74200184309709,246.65413803146367,154.5623116876067,274.3768566854881,171.66781894221748,267.88856083029094,133.91773396652468,306.2284908837289,145.7146355214287,356.3653224920709,82.6012122026923
labeled-data,FiberphotometryTest-240918_ic240724f-240918-162625_Vid1,img13364.png,304.45895565049335,422.3519769839275,339.25981523746015,437.09810392755753,339.25981523746015,403.4769344960811,366.3926888137393,424.71135729490834,392.34587223452814,439.4574842385383,384.6778862238405,398.7581738741195,421.83812612178815,411.1449205067687,520.3422541052365,385.1917370859799
labeled-data,FiberphotometryTest-240918_ic240724f-240918-162625_Vid1,img13575.png,153.4586157477221,249.52736920458392,139.30233388183728,282.5586935583151,168.20474269135212,276.66024278086314,161.7164468361549,306.1524966681231,157.5875312919385,337.4142857886187,187.66963025694372,313.8204826788107,184.13055979047255,355.6994831987199,232.49785616557892,438.86763916079315
labeled-data,FiberphotometryTest-240918_ic240724f-240918-162625_Vid1,img13734.png,471.9749577301301,74.9332261920047,453.0999152422837,107.3747054679907,484.95154944052456,103.2457899237743,474.92418311885615,125.0700578003467,466.0765069526781,151.0232412211355,497.33829607317375,148.0740158324095,478.4632535853274,191.13270650780908,404.73261886717734,184.6444106526119
labeled-data,FiberphotometryTest-240918_ic240724f-240918-162625_Vid1,img13810.png,246.65413803146373,69.0347754145527,243.1150675649925,101.47625469053871,271.4276312967621,92.62857852436069,273.19716652999773,125.6599028780919,261.99011005283893,152.7927764543711,297.9706597952961,135.09742412201513,303.8691105727481,171.0779738644723,381.13881575736934,248.9375241268387
labeled-data,FiberphotometryTest-240918_ic240724f-240918-162625_Vid1,img14002.png,311.53709658343575,333.87521532214754,332.77151938226297,315.0001728343011,293.8417442510798,303.7931163571423,321.56446290510416,294.9454401909643,341.02935047069576,294.9454401909643,306.81833596147413,280.1993132473343,341.02935047069576,272.5313272366467,431.86549244345656,235.3710873386991
labeled-data,FiberphotometryTest-240918_ic240724f-240918-162625_Vid1,img14231.png,211.2634333667517,433.5590334610863,244.29475772048295,421.76213190618233,218.93141937743934,401.1175541851003,253.14243388666097,391.09018786343194,274.3768566854881,407.6058500402975,260.2205748196033,365.7268495203883,294.43158932882494,373.3948355310759,348.10749140363816,417.63321636196594
labeled-data,FiberphotometryTest-240918_ic240724f-240918-162625_Vid1,img14258.png,157.58753129193855,317.9493982230271,169.97427792458774,343.9025816438159,187.66963025694372,325.6173842337147,200.0563768895929,356.2893282764651,202.41575720057375,378.7034412307827,228.36894062136253,352.1604127322487,239.57599709852133,382.2425116972539,331.5918292267726,428.84027283912474
labeled-data,FiberphotometryTest-240918_ic240724f-240918-162625_Vid1,img14430.png,464.3069717194426,184.0545655748667,466.0765069526782,214.1366645398719,490.85000021797657,207.64836868467472,487.31092975150534,235.3710873386991,470.2054224968946,254.8359749042907,510.9047328613134,257.1953552152715,474.92418311885615,282.5586935583151,389.98649192354736,274.8907075476275
labeled-data,FiberphotometryTest-240918_ic240724f-240918-162625_Vid1,img14471.png,215.3923489109681,301.4337360461615,246.65413803146373,296.12513034645474,227.77909554361736,270.76179200341113,265.52918051931016,266.0430313814495,288.53313855137293,274.3008624698823,280.86515254068536,235.3710873386991,321.56446290510416,236.5507774941895,401.19354840070616,227.11325625026632
